Notes,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Age Groups,Age Groups Code,Sex,Sex Code,Count,Population,Crude Rate
,Brain and Other Nervous System,31010-31040,California,6,2018,2018,85+ years,85+,Female,F,67,463829,14.4
,Brain and Other Nervous System,31010-31040,Colorado,8,2018,2018,65-69 years,65-69,Female,F,24,149767,16
,Brain and Other Nervous System,31010-31040,Colorado,8,2018,2018,70-74 years,70-74,Female,F,23,111105,20.7
,Brain and Other Nervous System,31010-31040,Connecticut,9,2018,2018,55-59 years,55-59,Female,F,22,139189,15.8
,Brain and Other Nervous System,31010-31040,Connecticut,9,2018,2018,60-64 years ,60-64,Female,F,18,125449,14.3
,Brain and Other Nervous System,31010-31040,Connecticut,9,2018,2018,65-69 years,65-69,Female,F,16,100828,15.9
,Brain and Other Nervous System,31010-31040,Florida,12,2018,2018,1-4 years,01. Apr,Female,F,18,449887,4
,Brain and Other Nervous System,31010-31040,Florida,12,2018,2018,5-9 years,05. Sep,Female,F,21,565856,3.7
,Brain and Other Nervous System,31010-31040,Florida,12,2018,2018,10-14 years,Oct 14,Female,F,18,591028,3
,Brain and Other Nervous System,31010-31040,Florida,12,2018,2018,25-29 years,25-29,Female,F,26,702633,3.7
,Brain and Other Nervous System,31010-31040,Florida,12,2018,2018,30-34 years,30-34,Female,F,21,667364,3.1
,Brain and Other Nervous System,31010-31040,Florida,12,2018,2018,35-39 years,35-39,Female,F,17,658948,2.6
,Brain and Other Nervous System,31010-31040,Florida,12,2018,2018,40-44 years,40-44,Female,F,23,632245,3.6
,Brain and Other Nervous System,31010-31040,Florida,12,2018,2018,45-49 years,45-49,Female,F,41,684212,6
,Brain and Other Nervous System,31010-31040,Florida,12,2018,2018,50-54 years,50-54,Female,F,50,713099,7
,Brain and Other Nervous System,31010-31040,Florida,12,2018,2018,55-59 years,55-59,Female,F,67,762358,8.8
,Brain and Other Nervous System,31010-31040,Florida,12,2018,2018,60-64 years ,60-64,Female,F,75,735173,10.2
,Brain and Other Nervous System,31010-31040,Florida,12,2018,2018,65-69 years,65-69,Female,F,107,681922,15.7
,Brain and Other Nervous System,31010-31040,Florida,12,2018,2018,70-74 years,70-74,Female,F,86,600543,14.3
,Brain and Other Nervous System,31010-31040,Florida,12,2018,2018,75-79 years,75-79,Female,F,80,450580,17.8
,Brain and Other Nervous System,31010-31040,Florida,12,2018,2018,80-84 years,80-84,Female,F,52,307954,16.9
,Brain and Other Nervous System,31010-31040,Florida,12,2018,2018,85+ years,85+,Female,F,49,343183,14.3
,Brain and Other Nervous System,31010-31040,Georgia,13,2018,2018,35-39 years,35-39,Female,F,19,364400,5.2
,Brain and Other Nervous System,31010-31040,Georgia,13,2018,2018,50-54 years,50-54,Female,F,16,355946,4.5
,Brain and Other Nervous System,31010-31040,Georgia,13,2018,2018,55-59 years,55-59,Female,F,24,354617,6.8
,Brain and Other Nervous System,31010-31040,Georgia,13,2018,2018,60-64 years ,60-64,Female,F,21,319813,6.6
,Brain and Other Nervous System,31010-31040,Georgia,13,2018,2018,65-69 years,65-69,Female,F,39,272167,14.3
,Brain and Other Nervous System,31010-31040,Georgia,13,2018,2018,70-74 years,70-74,Female,F,34,215369,15.8
,Brain and Other Nervous System,31010-31040,Georgia,13,2018,2018,75-79 years,75-79,Female,F,26,145780,17.8
,Brain and Other Nervous System,31010-31040,Illinois,17,2018,2018,5-9 years,05. Sep,Female,F,17,380465,4.5
,Brain and Other Nervous System,31010-31040,Illinois,17,2018,2018,10-14 years,Oct 14,Female,F,20,402053,5
,Brain and Other Nervous System,31010-31040,Illinois,17,2018,2018,25-29 years,25-29,Female,F,19,445431,4.3
,Brain and Other Nervous System,31010-31040,Illinois,17,2018,2018,45-49 years,45-49,Female,F,20,412101,4.9
,Brain and Other Nervous System,31010-31040,Illinois,17,2018,2018,50-54 years,50-54,Female,F,27,415869,6.5
,Brain and Other Nervous System,31010-31040,Illinois,17,2018,2018,55-59 years,55-59,Female,F,36,443789,8.1
,Brain and Other Nervous System,31010-31040,Illinois,17,2018,2018,60-64 years ,60-64,Female,F,28,413648,6.8
,Brain and Other Nervous System,31010-31040,Illinois,17,2018,2018,65-69 years,65-69,Female,F,41,343373,11.9
,Brain and Other Nervous System,31010-31040,Illinois,17,2018,2018,70-74 years,70-74,Female,F,47,266233,17.7
,Brain and Other Nervous System,31010-31040,Illinois,17,2018,2018,75-79 years,75-79,Female,F,34,196163,17.3
,Brain and Other Nervous System,31010-31040,Illinois,17,2018,2018,80-84 years,80-84,Female,F,29,138556,20.9
,Brain and Other Nervous System,31010-31040,Illinois,17,2018,2018,85+ years,85+,Female,F,16,175970,9.1
,Brain and Other Nervous System,31010-31040,Indiana,18,2018,2018,55-59 years,55-59,Female,F,16,230466,6.9
,Brain and Other Nervous System,31010-31040,Indiana,18,2018,2018,60-64 years ,60-64,Female,F,25,217674,11.5
,Brain and Other Nervous System,31010-31040,Indiana,18,2018,2018,65-69 years,65-69,Female,F,20,184165,10.9
,Brain and Other Nervous System,31010-31040,Indiana,18,2018,2018,70-74 years,70-74,Female,F,22,142042,15.5
,Brain and Other Nervous System,31010-31040,Indiana,18,2018,2018,80-84 years,80-84,Female,F,21,71943,29.2
,Brain and Other Nervous System,31010-31040,Kentucky,21,2018,2018,60-64 years ,60-64,Female,F,17,151051,11.3
,Brain and Other Nervous System,31010-31040,Kentucky,21,2018,2018,65-69 years,65-69,Female,F,19,129301,14.7
,Brain and Other Nervous System,31010-31040,Kentucky,21,2018,2018,75-79 years,75-79,Female,F,18,72668,24.8
,Brain and Other Nervous System,31010-31040,Louisiana,22,2018,2018,60-64 years ,60-64,Female,F,16,154516,10.4
,Brain and Other Nervous System,31010-31040,Maryland,24,2018,2018,55-59 years,55-59,Female,F,22,226072,9.7
,Brain and Other Nervous System,31010-31040,Maryland,24,2018,2018,60-64 years ,60-64,Female,F,18,201054,9
,Brain and Other Nervous System,31010-31040,Maryland,24,2018,2018,70-74 years,70-74,Female,F,20,131206,15.2
,Brain and Other Nervous System,31010-31040,Massachusetts,25,2018,2018,55-59 years,55-59,Female,F,31,253596,12.2
,Brain and Other Nervous System,31010-31040,Massachusetts,25,2018,2018,60-64 years ,60-64,Female,F,21,233471,9
,Brain and Other Nervous System,31010-31040,Massachusetts,25,2018,2018,65-69 years,65-69,Female,F,27,195380,13.8
,Brain and Other Nervous System,31010-31040,Massachusetts,25,2018,2018,70-74 years,70-74,Female,F,29,155284,18.7
,Brain and Other Nervous System,31010-31040,Massachusetts,25,2018,2018,75-79 years,75-79,Female,F,26,108987,23.9
,Brain and Other Nervous System,31010-31040,Massachusetts,25,2018,2018,85+ years,85+,Female,F,16,105609,15.2
,Brain and Other Nervous System,31010-31040,Michigan,26,2018,2018,35-39 years,35-39,Female,F,18,300651,6
,Brain and Other Nervous System,31010-31040,Michigan,26,2018,2018,45-49 years,45-49,Female,F,16,318936,5
,Brain and Other Nervous System,31010-31040,Michigan,26,2018,2018,50-54 years,50-54,Female,F,26,334345,7.8
,Brain and Other Nervous System,31010-31040,Michigan,26,2018,2018,55-59 years,55-59,Female,F,22,365913,6
,Brain and Other Nervous System,31010-31040,Michigan,26,2018,2018,60-64 years ,60-64,Female,F,36,355506,10.1
,Brain and Other Nervous System,31010-31040,Michigan,26,2018,2018,65-69 years,65-69,Female,F,38,299902,12.7
,Brain and Other Nervous System,31010-31040,Michigan,26,2018,2018,70-74 years,70-74,Female,F,39,230266,16.9
,Brain and Other Nervous System,31010-31040,Michigan,26,2018,2018,75-79 years,75-79,Female,F,34,165331,20.6
,Brain and Other Nervous System,31010-31040,Michigan,26,2018,2018,80-84 years,80-84,Female,F,18,112995,15.9
,Brain and Other Nervous System,31010-31040,Minnesota,27,2018,2018,70-74 years,70-74,Female,F,21,113281,18.5
,Brain and Other Nervous System,31010-31040,Minnesota,27,2018,2018,75-79 years,75-79,Female,F,20,82833,24.1
,Brain and Other Nervous System,31010-31040,Missouri,29,2018,2018,55-59 years,55-59,Female,F,16,220345,7.3
,Brain and Other Nervous System,31010-31040,Missouri,29,2018,2018,60-64 years ,60-64,Female,F,21,207860,10.1
,Brain and Other Nervous System,31010-31040,Missouri,29,2018,2018,65-69 years,65-69,Female,F,27,176260,15.3
,Brain and Other Nervous System,31010-31040,Missouri,29,2018,2018,70-74 years,70-74,Female,F,28,139347,20.1
,Brain and Other Nervous System,31010-31040,Missouri,29,2018,2018,75-79 years,75-79,Female,F,24,102563,23.4
,Brain and Other Nervous System,31010-31040,New Jersey,34,2018,2018,5-9 years,05. Sep,Female,F,17,261540,6.5
,Brain and Other Nervous System,31010-31040,New Jersey,34,2018,2018,50-54 years,50-54,Female,F,27,325195,8.3
,Brain and Other Nervous System,31010-31040,New Jersey,34,2018,2018,55-59 years,55-59,Female,F,31,331265,9.4
,Brain and Other Nervous System,31010-31040,New Jersey,34,2018,2018,60-64 years ,60-64,Female,F,32,298300,10.7
,Brain and Other Nervous System,31010-31040,New Jersey,34,2018,2018,65-69 years,65-69,Female,F,37,241477,15.3
,Brain and Other Nervous System,31010-31040,New Jersey,34,2018,2018,70-74 years,70-74,Female,F,37,196837,18.8
,Brain and Other Nervous System,31010-31040,New Jersey,34,2018,2018,75-79 years,75-79,Female,F,35,144512,24.2
,Brain and Other Nervous System,31010-31040,New Jersey,34,2018,2018,80-84 years,80-84,Female,F,23,103024,22.3
,Brain and Other Nervous System,31010-31040,New Jersey,34,2018,2018,85+ years,85+,Female,F,21,134231,15.6
,Brain and Other Nervous System,31010-31040,New York,36,2018,2018,1-4 years,01. Apr,Female,F,23,446794,5.1
,Brain and Other Nervous System,31010-31040,New York,36,2018,2018,5-9 years,05. Sep,Female,F,20,547472,3.7
,Brain and Other Nervous System,31010-31040,New York,36,2018,2018,10-14 years,Oct 14,Female,F,22,546489,4
,Brain and Other Nervous System,31010-31040,New York,36,2018,2018,25-29 years,25-29,Female,F,19,740234,2.6
,Brain and Other Nervous System,31010-31040,New York,36,2018,2018,30-34 years,30-34,Female,F,31,696332,4.5
,Brain and Other Nervous System,31010-31040,New York,36,2018,2018,40-44 years,40-44,Female,F,18,588758,3.1
,Brain and Other Nervous System,31010-31040,New York,36,2018,2018,45-49 years,45-49,Female,F,28,634792,4.4
,Brain and Other Nervous System,31010-31040,New York,36,2018,2018,50-54 years,50-54,Female,F,43,676985,6.4
,Brain and Other Nervous System,31010-31040,New York,36,2018,2018,55-59 years,55-59,Female,F,55,704047,7.8
,Brain and Other Nervous System,31010-31040,New York,36,2018,2018,60-64 years ,60-64,Female,F,64,646803,9.9
,Brain and Other Nervous System,31010-31040,New York,36,2018,2018,65-69 years,65-69,Female,F,65,545110,11.9
,Brain and Other Nervous System,31010-31040,New York,36,2018,2018,70-74 years,70-74,Female,F,73,436405,16.7
,Brain and Other Nervous System,31010-31040,New York,36,2018,2018,75-79 years,75-79,Female,F,47,320704,14.7
,Brain and Other Nervous System,31010-31040,New York,36,2018,2018,80-84 years,80-84,Female,F,39,232201,16.8
,Brain and Other Nervous System,31010-31040,New York,36,2018,2018,85+ years,85+,Female,F,26,302514,8.6
,Brain and Other Nervous System,31010-31040,North Carolina,37,2018,2018,50-54 years,50-54,Female,F,16,348926,4.6
,Brain and Other Nervous System,31010-31040,North Carolina,37,2018,2018,55-59 years,55-59,Female,F,32,363006,8.8
,Brain and Other Nervous System,31010-31040,North Carolina,37,2018,2018,60-64 years ,60-64,Female,F,32,343367,9.3
,Brain and Other Nervous System,31010-31040,North Carolina,37,2018,2018,65-69 years,65-69,Female,F,33,302563,10.9
,Brain and Other Nervous System,31010-31040,North Carolina,37,2018,2018,70-74 years,70-74,Female,F,36,243858,14.8
,Brain and Other Nervous System,31010-31040,North Carolina,37,2018,2018,75-79 years,75-79,Female,F,31,167112,18.6
,Brain and Other Nervous System,31010-31040,North Carolina,37,2018,2018,80-84 years,80-84,Female,F,17,113545,15
,Brain and Other Nervous System,31010-31040,Ohio,39,2018,2018,10-14 years,Oct 14,Female,F,20,361306,5.5
,Brain and Other Nervous System,31010-31040,Ohio,39,2018,2018,45-49 years,45-49,Female,F,16,370337,4.3
,Brain and Other Nervous System,31010-31040,Ohio,39,2018,2018,50-54 years,50-54,Female,F,19,381445,5
,Brain and Other Nervous System,31010-31040,Ohio,39,2018,2018,55-59 years,55-59,Female,F,27,421876,6.4
,Brain and Other Nervous System,31010-31040,Ohio,39,2018,2018,60-64 years ,60-64,Female,F,54,409781,13.2
,Brain and Other Nervous System,31010-31040,Ohio,39,2018,2018,65-69 years,65-69,Female,F,50,344812,14.5
,Brain and Other Nervous System,31010-31040,Ohio,39,2018,2018,70-74 years,70-74,Female,F,41,266484,15.4
,Brain and Other Nervous System,31010-31040,Ohio,39,2018,2018,75-79 years,75-79,Female,F,39,196200,19.9
,Brain and Other Nervous System,31010-31040,Ohio,39,2018,2018,80-84 years,80-84,Female,F,27,140035,19.3
,Brain and Other Nervous System,31010-31040,Ohio,39,2018,2018,85+ years,85+,Female,F,25,167586,14.9
,Brain and Other Nervous System,31010-31040,Oklahoma,40,2018,2018,65-69 years,65-69,Female,F,20,105471,19
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2018,2018,1-4 years,01. Apr,Female,F,18,277194,6.5
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2018,2018,30-34 years,30-34,Female,F,18,409661,4.4
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2018,2018,45-49 years,45-49,Female,F,21,402271,5.2
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2018,2018,50-54 years,50-54,Female,F,22,434376,5.1
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2018,2018,55-59 years,55-59,Female,F,41,473108,8.7
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2018,2018,60-64 years ,60-64,Female,F,45,459508,9.8
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2018,2018,65-69 years,65-69,Female,F,48,387838,12.4
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2018,2018,70-74 years,70-74,Female,F,58,307970,18.8
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2018,2018,75-79 years,75-79,Female,F,58,227858,25.5
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2018,2018,80-84 years,80-84,Female,F,27,167391,16.1
,Brain and Other Nervous System,31010-31040,Pennsylvania,42,2018,2018,85+ years,85+,Female,F,36,221421,16.3
,Brain and Other Nervous System,31010-31040,South Carolina,45,2018,2018,65-69 years,65-69,Female,F,20,163817,12.2
,Brain and Other Nervous System,31010-31040,South Carolina,45,2018,2018,70-74 years,70-74,Female,F,19,132628,14.3
,Brain and Other Nervous System,31010-31040,South Carolina,45,2018,2018,75-79 years,75-79,Female,F,17,89242,19
,Brain and Other Nervous System,31010-31040,Tennessee,47,2018,2018,50-54 years,50-54,Female,F,18,225104,8
,Brain and Other Nervous System,31010-31040,Tennessee,47,2018,2018,55-59 years,55-59,Female,F,21,237259,8.9
,Brain and Other Nervous System,31010-31040,Tennessee,47,2018,2018,60-64 years ,60-64,Female,F,20,226418,8.8
,Brain and Other Nervous System,31010-31040,Tennessee,47,2018,2018,65-69 years,65-69,Female,F,34,195797,17.4
,Brain and Other Nervous System,31010-31040,Tennessee,47,2018,2018,70-74 years,70-74,Female,F,25,157672,15.9
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,1-4 years,01. Apr,Female,F,24,796140,3
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,5-9 years,05. Sep,Female,F,37,1004640,3.7
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,10-14 years,Oct 14,Female,F,17,1025153,1.7
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,15-19 years,15-19,Female,F,16,993427,1.6
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,20-24 years,20-24,Female,F,17,965985,1.8
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,25-29 years,25-29,Female,F,24,1053553,2.3
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,30-34 years,30-34,Female,F,28,1020463,2.7
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,35-39 years,35-39,Female,F,20,1007186,2
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,40-44 years,40-44,Female,F,29,924786,3.1
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,45-49 years,45-49,Female,F,30,927092,3.2
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,50-54 years,50-54,Female,F,37,857165,4.3
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,55-59 years,55-59,Female,F,77,871539,8.8
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,60-64 years ,60-64,Female,F,75,787728,9.5
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,65-69 years,65-69,Female,F,93,648838,14.3
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,70-74 years,70-74,Female,F,74,502237,14.7
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,75-79 years,75-79,Female,F,72,345625,20.8
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,80-84 years,80-84,Female,F,38,236256,16.1
,Brain and Other Nervous System,31010-31040,Texas,48,2018,2018,85+ years,85+,Female,F,38,254632,14.9
,Brain and Other Nervous System,31010-31040,Virginia,51,2018,2018,55-59 years,55-59,Female,F,17,299679,5.7
,Brain and Other Nervous System,31010-31040,Virginia,51,2018,2018,60-64 years ,60-64,Female,F,22,273902,8
,Brain and Other Nervous System,31010-31040,Virginia,51,2018,2018,65-69 years,65-69,Female,F,28,230413,12.2
,Brain and Other Nervous System,31010-31040,Virginia,51,2018,2018,70-74 years,70-74,Female,F,20,186534,10.7
,Brain and Other Nervous System,31010-31040,Virginia,51,2018,2018,75-79 years,75-79,Female,F,21,130272,16.1
,Brain and Other Nervous System,31010-31040,Washington,53,2018,2018,50-54 years,50-54,Female,F,16,229065,7
,Brain and Other Nervous System,31010-31040,Washington,53,2018,2018,55-59 years,55-59,Female,F,20,248951,8
,Brain and Other Nervous System,31010-31040,Washington,53,2018,2018,60-64 years ,60-64,Female,F,31,242035,12.8
,Brain and Other Nervous System,31010-31040,Washington,53,2018,2018,65-69 years,65-69,Female,F,27,209677,12.9
,Brain and Other Nervous System,31010-31040,Washington,53,2018,2018,70-74 years,70-74,Female,F,26,161986,16.1
,Brain and Other Nervous System,31010-31040,Washington,53,2018,2018,75-79 years,75-79,Female,F,19,105663,18
,Brain and Other Nervous System,31010-31040,Washington,53,2018,2018,85+ years,85+,Female,F,21,84363,24.9
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2018,2018,55-59 years,55-59,Female,F,23,215288,10.7
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2018,2018,60-64 years ,60-64,Female,F,23,199931,11.5
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2018,2018,65-69 years,65-69,Female,F,18,168014,10.7
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2018,2018,70-74 years,70-74,Female,F,19,125807,15.1
,Brain and Other Nervous System,31010-31040,Wisconsin,55,2018,2018,75-79 years,75-79,Female,F,20,91651,21.8
,Breast,26000,Alabama,1,2018,2018,30-34 years,30-34,Female,F,40,155764,25.7
,Breast,26000,Alabama,1,2018,2018,35-39 years,35-39,Female,F,111,156461,70.9
,Breast,26000,Alabama,1,2018,2018,40-44 years,40-44,Female,F,207,148950,139
,Breast,26000,Alabama,1,2018,2018,45-49 years,45-49,Female,F,278,161114,172.5
,Breast,26000,Alabama,1,2018,2018,50-54 years,50-54,Female,F,326,161960,201.3
,Breast,26000,Alabama,1,2018,2018,55-59 years,55-59,Female,F,442,175201,252.3
,Breast,26000,Alabama,1,2018,2018,60-64 years ,60-64,Female,F,533,168342,316.6
,Breast,26000,Alabama,1,2018,2018,65-69 years,65-69,Female,F,545,145302,375.1
,Breast,26000,Alabama,1,2018,2018,70-74 years,70-74,Female,F,550,117686,467.3
,Breast,26000,Alabama,1,2018,2018,75-79 years,75-79,Female,F,377,84846,444.3
,Breast,26000,Alabama,1,2018,2018,80-84 years,80-84,Female,F,225,58233,386.4
,Breast,26000,Alabama,1,2018,2018,85+ years,85+,Female,F,206,60008,343.3
,Breast,26000,Alaska,2,2018,2018,35-39 years,35-39,Female,F,19,24856,76.4
,Breast,26000,Alaska,2,2018,2018,40-44 years,40-44,Female,F,27,20441,132.1
,Breast,26000,Alaska,2,2018,2018,45-49 years,45-49,Female,F,52,20722,250.9
,Breast,26000,Alaska,2,2018,2018,50-54 years,50-54,Female,F,51,21283,239.6
,Breast,26000,Alaska,2,2018,2018,55-59 years,55-59,Female,F,66,23613,279.5
,Breast,26000,Alaska,2,2018,2018,60-64 years ,60-64,Female,F,66,22207,297.2
,Breast,26000,Alaska,2,2018,2018,65-69 years,65-69,Female,F,76,16977,447.7
,Breast,26000,Alaska,2,2018,2018,70-74 years,70-74,Female,F,56,11429,490
,Breast,26000,Alaska,2,2018,2018,75-79 years,75-79,Female,F,20,7005,285.5
,Breast,26000,Arizona,4,2018,2018,25-29 years,25-29,Female,F,27,248869,10.8
,Breast,26000,Arizona,4,2018,2018,30-34 years,30-34,Female,F,61,225892,27
,Breast,26000,Arizona,4,2018,2018,35-39 years,35-39,Female,F,116,224917,51.6
,Breast,26000,Arizona,4,2018,2018,40-44 years,40-44,Female,F,241,209774,114.9
,Breast,26000,Arizona,4,2018,2018,45-49 years,45-49,Female,F,405,216204,187.3
,Breast,26000,Arizona,4,2018,2018,50-54 years,50-54,Female,F,388,212183,182.9
,Breast,26000,Arizona,4,2018,2018,55-59 years,55-59,Female,F,538,227767,236.2
,Breast,26000,Arizona,4,2018,2018,60-64 years ,60-64,Female,F,672,224349,299.5
,Breast,26000,Arizona,4,2018,2018,65-69 years,65-69,Female,F,814,208318,390.7
,Breast,26000,Arizona,4,2018,2018,70-74 years,70-74,Female,F,795,178478,445.4
,Breast,26000,Arizona,4,2018,2018,75-79 years,75-79,Female,F,549,127735,429.8
,Breast,26000,Arizona,4,2018,2018,80-84 years,80-84,Female,F,328,80665,406.6
,Breast,26000,Arizona,4,2018,2018,85+ years,85+,Female,F,235,84024,279.7
,Breast,26000,Arkansas,5,2018,2018,25-29 years,25-29,Female,F,16,102658,15.6
,Breast,26000,Arkansas,5,2018,2018,30-34 years,30-34,Female,F,36,95113,37.8
,Breast,26000,Arkansas,5,2018,2018,35-39 years,35-39,Female,F,60,95839,62.6
,Breast,26000,Arkansas,5,2018,2018,40-44 years,40-44,Female,F,112,89175,125.6
,Breast,26000,Arkansas,5,2018,2018,45-49 years,45-49,Female,F,171,93351,183.2
,Breast,26000,Arkansas,5,2018,2018,50-54 years,50-54,Female,F,200,93735,213.4
,Breast,26000,Arkansas,5,2018,2018,55-59 years,55-59,Female,F,307,101612,302.1
,Breast,26000,Arkansas,5,2018,2018,60-64 years ,60-64,Female,F,306,97622,313.5
,Breast,26000,Arkansas,5,2018,2018,65-69 years,65-69,Female,F,341,86261,395.3
,Breast,26000,Arkansas,5,2018,2018,70-74 years,70-74,Female,F,319,71161,448.3
,Breast,26000,Arkansas,5,2018,2018,75-79 years,75-79,Female,F,264,52169,506
,Breast,26000,Arkansas,5,2018,2018,80-84 years,80-84,Female,F,132,35193,375.1
,Breast,26000,Arkansas,5,2018,2018,85+ years,85+,Female,F,112,38386,291.8
,Breast,26000,California,6,2018,2018,20-24 years,20-24,Female,F,19,1309503,1.5
,Breast,26000,California,6,2018,2018,25-29 years,25-29,Female,F,153,1508473,10.1
,Breast,26000,California,6,2018,2018,30-34 years,30-34,Female,F,398,1411558,28.2
,Breast,26000,California,6,2018,2018,35-39 years,35-39,Female,F,799,1352266,59.1
,Breast,26000,California,6,2018,2018,40-44 years,40-44,Female,F,1550,1242502,124.7
,Breast,26000,California,6,2018,2018,45-49 years,45-49,Female,F,2371,1282226,184.9
,Breast,26000,California,6,2018,2018,50-54 years,50-54,Female,F,2822,1251079,225.6
,Breast,26000,California,6,2018,2018,55-59 years,55-59,Female,F,3274,1277279,256.3
,Breast,26000,California,6,2018,2018,60-64 years ,60-64,Female,F,3759,1168986,321.6
,Breast,26000,California,6,2018,2018,65-69 years,65-69,Female,F,3921,978836,400.6
,Breast,26000,California,6,2018,2018,70-74 years,70-74,Female,F,3622,769806,470.5
